subjID	social_distance	amount_self	amount_default	amount_other	choice	totalFairseq
9	1	25	20	20	0	1
9	50	43	20	20	0	1
9	1	19	20	20	0	1
9	100	19	20	20	0	1
9	10	25	20	20	1	1
9	20	37	20	20	1	1
9	5	43	20	20	0	1
9	50	37	20	20	0	1
9	10	43	20	20	1	1
9	100	31	20	20	0	1
9	1	19	20	20	0	1
9	5	31	20	20	1	1
9	20	19	20	20	0	1
9	50	19	20	20	0	1
9	20	37	20	20	1	1
9	1	25	20	20	1	1
9	50	31	20	20	0	1
9	5	43	20	20	0	1
9	100	19	20	20	0	1
9	10	37	20	20	1	1
9	1	31	20	20	1	1
9	5	19	20	20	0	1
9	100	37	20	20	0	1
9	50	37	20	20	0	1
9	20	43	20	20	1	1
9	10	19	20	20	0	1
9	5	37	20	20	1	1
9	10	25	20	20	0	1
9	1	37	20	20	1	1
9	20	25	20	20	0	1
9	50	43	20	20	0	1
9	100	43	20	20	0	1
9	5	25	20	20	1	1
9	100	25	20	20	0	1
9	1	43	20	20	1	1
9	10	31	20	20	1	1
9	20	31	20	20	1	1
9	50	25	20	20	0	1
9	20	25	10	30	0	0
9	10	37	10	30	1	0
9	5	31	10	30	1	0
9	50	43	10	30	0	0
9	1	25	10	30	1	0
9	100	25	10	30	0	0
9	10	19	10	30	0	0
9	50	31	10	30	0	0
9	20	31	10	30	1	0
9	1	37	10	30	1	0
9	100	37	10	30	0	0
9	5	37	10	30	1	0
9	20	19	10	30	0	0
9	100	19	10	30	0	0
9	5	43	10	30	1	0
9	1	19	10	30	0	0
9	50	25	10	30	0	0
9	10	31	10	30	1	0
9	50	19	10	30	0	0
9	20	43	10	30	0	0
9	1	43	10	30	1	0
9	100	31	10	30	0	0
9	10	25	10	30	0	0
9	5	19	10	30	0	0
9	5	25	10	30	0	0
9	10	43	10	30	1	0
9	50	37	10	30	0	0
9	1	31	10	30	1	0
9	100	43	10	30	0	0
9	20	37	10	30	1	0
9	50	43	10	30	0	0
9	1	19	10	30	0	0
9	20	43	10	30	1	0
9	10	37	10	30	1	0
9	100	19	10	30	0	0
9	5	25	10	30	1	0
9	10	31	10	30	1	0
9	1	37	10	30	1	0
9	20	37	10	30	1	0
9	50	19	10	30	0	0
9	100	37	10	30	0	0
9	5	19	10	30	0	0
9	20	25	10	30	0	0
9	10	25	10	30	0	0
9	50	31	10	30	0	0
9	1	25	10	30	1	0
9	100	25	10	30	0	0
9	5	31	10	30	1	0
9	100	31	10	30	0	0
9	20	31	10	30	1	0
9	1	43	10	30	1	0
9	10	19	10	30	0	0
9	5	37	10	30	1	0
9	50	25	10	30	0	0
9	20	19	10	30	0	0
9	1	31	10	30	1	0
9	50	37	10	30	0	0
9	100	43	10	30	0	0
9	5	43	10	30	1	0
9	10	43	10	30	1	0
10	5	37	10	30	1	0
10	10	43	10	30	1	0
10	1	25	10	30	1	0
10	50	25	10	30	0	0
10	100	37	10	30	0	0
10	20	43	10	30	0	0
10	20	19	10	30	0	0
10	5	25	10	30	0	0
10	100	25	10	30	0	0
10	10	31	10	30	0	0
10	1	19	10	30	1	0
10	50	37	10	30	0	0
10	1	43	10	30	1	0
10	10	25	10	30	0	0
10	20	31	10	30	0	0
10	100	43	10	30	0	0
10	50	31	10	30	0	0
10	5	43	10	30	0	0
10	50	43	10	30	0	0
10	5	19	10	30	1	0
10	20	25	10	30	0	0
10	100	19	10	30	0	0
10	10	37	10	30	0	0
10	1	37	10	30	1	0
10	1	31	10	30	1	0
10	10	19	10	30	0	0
10	5	31	10	30	0	0
10	20	37	10	30	0	0
10	100	31	10	30	0	0
10	50	19	10	30	0	0
10	20	25	20	20	0	1
10	50	43	20	20	0	1
10	5	31	20	20	0	1
10	10	19	20	20	0	1
10	100	37	20	20	0	1
10	1	25	20	20	1	1
10	100	43	20	20	0	1
10	50	25	20	20	0	1
10	5	43	20	20	0	1
10	10	37	20	20	0	1
10	20	31	20	20	0	1
10	1	43	20	20	0	1
10	100	25	20	20	0	1
10	5	19	20	20	1	1
10	1	19	20	20	1	1
10	50	19	20	20	0	1
10	20	19	20	20	0	1
10	10	43	20	20	0	1
10	1	37	20	20	1	1
10	20	43	20	20	0	1
10	5	25	20	20	1	1
10	100	31	20	20	0	1
10	10	31	20	20	0	1
10	50	31	20	20	0	1
10	100	19	20	20	0	1
10	5	37	20	20	0	1
10	50	37	20	20	0	1
10	1	31	20	20	1	1
10	20	37	20	20	0	1
10	10	25	20	20	0	1
10	1	43	20	20	0	1
10	5	37	20	20	0	1
10	50	25	20	20	0	1
10	10	43	20	20	0	1
10	100	19	20	20	0	1
10	20	25	20	20	0	1
10	10	31	20	20	0	1
10	100	25	20	20	0	1
10	1	19	20	20	1	1
10	5	19	20	20	1	1
10	50	43	20	20	0	1
10	20	31	20	20	0	1
10	50	37	20	20	0	1
10	5	25	20	20	1	1
10	1	37	20	20	1	1
10	20	19	20	20	0	1
10	10	37	20	20	0	1
10	100	43	20	20	0	1
10	5	43	20	20	0	1
10	100	37	20	20	0	1
10	50	19	20	20	0	1
10	1	31	20	20	1	1
10	20	37	20	20	0	1
10	10	19	20	20	0	1
10	100	31	20	20	0	1
10	20	43	20	20	0	1
10	5	31	20	20	0	1
10	50	31	20	20	0	1
10	1	25	20	20	1	1
10	10	25	20	20	0	1
10	20	19	10	30	0	0
10	5	31	10	30	0	0
10	10	19	10	30	0	0
10	100	37	10	30	0	0
10	50	43	10	30	0	0
10	1	31	10	30	1	0
10	1	19	10	30	1	0
10	20	43	10	30	0	0
10	5	25	10	30	1	0
10	100	19	10	30	0	0
10	10	25	10	30	0	0
10	50	31	10	30	0	0
10	20	37	10	30	0	0
10	10	31	10	30	0	0
10	5	43	10	30	0	0
10	100	31	10	30	0	0
10	50	19	10	30	0	0
10	1	25	10	30	1	0
10	50	25	10	30	0	0
10	20	25	10	30	0	0
10	100	43	10	30	0	0
10	5	37	10	30	0	0
10	10	43	10	30	0	0
10	1	37	10	30	0	0
10	50	37	10	30	0	0
10	10	37	10	30	0	0
10	1	43	10	30	0	0
10	100	25	10	30	0	0
10	5	19	10	30	1	0
10	20	31	10	30	0	0
11	20	25	10	30	1	0
11	5	19	10	30	1	0
11	1	31	10	30	1	0
11	100	19	10	30	0	0
11	10	19	10	30	1	0
11	50	19	10	30	0	0
11	50	31	10	30	0	0
11	20	43	10	30	0	0
11	1	43	10	30	0	0
11	100	43	10	30	0	0
11	5	37	10	30	0	0
11	10	31	10	30	0	0
11	20	19	10	30	0	0
11	1	37	10	30	0	0
11	100	37	10	30	0	0
11	10	37	10	30	0	0
11	5	25	10	30	1	0
11	50	43	10	30	0	0
11	20	37	10	30	0	0
11	50	25	10	30	0	0
11	10	25	10	30	1	0
11	1	19	10	30	1	0
11	5	31	10	30	0	0
11	100	25	10	30	0	0
11	20	31	10	30	0	0
11	5	43	10	30	0	0
11	50	37	10	30	0	0
11	1	25	10	30	1	0
11	100	31	10	30	0	0
11	10	43	10	30	0	0
11	1	37	10	30	0	0
11	100	25	10	30	0	0
11	20	37	10	30	0	0
11	50	37	10	30	0	0
11	5	19	10	30	1	0
11	10	19	10	30	0	0
11	1	43	10	30	0	0
11	10	25	10	30	1	0
11	100	43	10	30	0	0
11	5	37	10	30	0	0
11	20	43	10	30	0	0
11	50	43	10	30	0	0
11	100	19	10	30	0	0
11	50	31	10	30	0	0
11	20	31	10	30	0	0
11	5	31	10	30	1	0
11	10	43	10	30	0	0
11	1	19	10	30	1	0
11	1	31	10	30	1	0
11	10	37	10	30	0	0
11	5	25	10	30	1	0
11	50	19	10	30	0	0
11	100	37	10	30	0	0
11	20	25	10	30	1	0
11	5	43	10	30	0	0
11	100	31	10	30	0	0
11	1	25	10	30	1	0
11	50	25	10	30	0	0
11	10	31	10	30	0	0
11	20	19	10	30	1	0
11	50	19	20	20	1	1
11	1	19	20	20	1	1
11	5	31	20	20	1	1
11	20	43	20	20	0	1
11	10	19	20	20	1	1
11	100	31	20	20	0	1
11	50	31	20	20	0	1
11	100	19	20	20	0	1
11	1	31	20	20	1	1
11	5	37	20	20	0	1
11	10	25	20	20	1	1
11	20	37	20	20	0	1
11	100	37	20	20	0	1
11	20	19	20	20	1	1
11	10	43	20	20	0	1
11	5	25	20	20	1	1
11	50	43	20	20	0	1
11	1	25	20	20	1	1
11	5	43	20	20	0	1
11	10	37	20	20	0	1
11	20	31	20	20	0	1
11	100	25	20	20	0	1
11	50	37	20	20	0	1
11	1	37	20	20	0	1
11	10	31	20	20	0	1
11	1	43	20	20	0	1
11	5	19	20	20	1	1
11	100	43	20	20	0	1
11	20	25	20	20	1	1
11	50	25	20	20	0	1
11	10	25	20	20	1	1
11	1	25	20	20	1	1
11	20	43	20	20	0	1
11	50	37	20	20	0	1
11	5	31	20	20	0	1
11	100	19	20	20	1	1
11	100	31	20	20	0	1
11	1	31	20	20	1	1
11	5	43	20	20	0	1
11	50	19	20	20	1	1
11	10	19	20	20	1	1
11	20	25	20	20	1	1
11	1	37	20	20	0	1
11	50	25	20	20	0	1
11	10	31	20	20	0	1
11	20	31	20	20	0	1
11	5	25	20	20	1	1
11	100	37	20	20	0	1
11	10	43	20	20	0	1
11	100	25	20	20	1	1
11	50	43	20	20	0	1
11	20	19	20	20	1	1
11	1	19	20	20	1	1
11	5	19	20	20	1	1
11	20	37	20	20	0	1
11	5	37	20	20	0	1
11	50	31	20	20	0	1
11	10	37	20	20	0	1
11	1	43	20	20	0	1
11	100	43	20	20	0	1
12	50	19	20	20	0	1
12	1	19	20	20	1	1
12	10	43	20	20	1	1
12	20	43	20	20	0	1
12	100	19	20	20	0	1
12	5	37	20	20	1	1
12	50	43	20	20	0	1
12	5	31	20	20	1	1
12	10	37	20	20	1	1
12	1	37	20	20	1	1
12	100	43	20	20	0	1
12	20	31	20	20	1	1
12	50	37	20	20	0	1
12	100	37	20	20	0	1
12	20	19	20	20	1	1
12	5	43	20	20	1	1
12	1	31	20	20	1	1
12	10	31	20	20	1	1
12	100	25	20	20	0	1
12	20	25	20	20	0	1
12	1	43	20	20	0	1
12	5	25	20	20	1	1
12	50	25	20	20	0	1
12	10	19	20	20	0	1
12	100	31	20	20	0	1
12	1	25	20	20	1	1
12	10	25	20	20	1	1
12	5	19	20	20	1	1
12	20	37	20	20	1	1
12	50	31	20	20	0	1
12	20	19	20	20	1	1
12	50	25	20	20	0	1
12	5	19	20	20	1	1
12	100	25	20	20	0	1
12	1	19	20	20	1	1
12	10	25	20	20	1	1
12	20	31	20	20	1	1
12	5	25	20	20	1	1
12	10	31	20	20	1	1
12	1	37	20	20	0	1
12	100	31	20	20	0	1
12	50	37	20	20	0	1
12	50	31	20	20	0	1
12	1	31	20	20	1	1
12	100	19	20	20	0	1
12	5	31	20	20	1	1
12	10	19	20	20	1	1
12	20	25	20	20	1	1
12	100	43	20	20	0	1
12	50	43	20	20	0	1
12	10	37	20	20	0	1
12	5	43	20	20	0	1
12	1	25	20	20	1	1
12	20	43	20	20	0	1
12	5	37	20	20	0	1
12	50	19	20	20	0	1
12	1	43	20	20	0	1
12	10	43	20	20	0	1
12	20	37	20	20	0	1
12	100	37	20	20	0	1
12	5	19	10	30	1	0
12	20	19	10	30	1	0
12	1	43	10	30	0	0
12	10	25	10	30	0	0
12	50	37	10	30	0	0
12	100	43	10	30	0	0
12	1	37	10	30	0	0
12	50	43	10	30	0	0
12	5	37	10	30	0	0
12	20	25	10	30	1	0
12	100	37	10	30	0	0
12	10	19	10	30	1	0
12	50	31	10	30	0	0
12	5	43	10	30	0	0
12	20	37	10	30	0	0
12	1	19	10	30	1	0
12	100	31	10	30	0	0
12	10	43	10	30	0	0
12	100	19	10	30	0	0
12	1	31	10	30	0	0
12	20	31	10	30	0	0
12	10	37	10	30	0	0
12	5	25	10	30	1	0
12	50	19	10	30	0	0
12	50	25	10	30	0	0
12	5	31	10	30	0	0
12	100	25	10	30	0	0
12	1	25	10	30	0	0
12	20	43	10	30	0	0
12	10	31	10	30	0	0
12	100	31	10	30	0	0
12	5	31	10	30	0	0
12	1	19	10	30	1	0
12	50	31	10	30	0	0
12	20	37	10	30	0	0
12	10	37	10	30	0	0
12	5	37	10	30	0	0
12	100	37	10	30	0	0
12	1	37	10	30	0	0
12	20	43	10	30	0	0
12	50	37	10	30	0	0
12	10	19	10	30	1	0
12	20	19	10	30	1	0
12	10	43	10	30	0	0
12	100	43	10	30	0	0
12	1	25	10	30	0	0
12	5	43	10	30	0	0
12	50	19	10	30	0	0
12	20	31	10	30	0	0
12	50	25	10	30	0	0
12	100	25	10	30	0	0
12	1	31	10	30	0	0
12	5	19	10	30	1	0
12	10	31	10	30	0	0
12	50	43	10	30	0	0
12	20	25	10	30	1	0
12	10	25	10	30	1	0
12	100	19	10	30	0	0
12	1	43	10	30	0	0
12	5	25	10	30	1	0
13	5	31	20	20	0	1
13	10	31	20	20	0	1
13	100	31	20	20	0	1
13	50	43	20	20	0	1
13	20	31	20	20	0	1
13	1	43	20	20	1	1
13	100	19	20	20	0	1
13	5	43	20	20	1	1
13	1	19	20	20	0	1
13	50	37	20	20	0	1
13	10	25	20	20	0	1
13	20	37	20	20	0	1
13	50	25	20	20	0	1
13	5	25	20	20	0	1
13	100	37	20	20	0	1
13	10	37	20	20	0	1
13	1	25	20	20	0	1
13	20	25	20	20	0	1
13	20	19	20	20	0	1
13	5	19	20	20	1	1
13	50	19	20	20	0	1
13	100	43	20	20	0	1
13	1	31	20	20	1	1
13	10	19	20	20	0	1
13	50	31	20	20	0	1
13	1	37	20	20	0	1
13	20	43	20	20	0	1
13	10	43	20	20	1	1
13	100	25	20	20	0	1
13	5	37	20	20	0	1
13	1	43	10	30	0	0
13	20	25	10	30	0	0
13	100	37	10	30	0	0
13	10	31	10	30	0	0
13	5	37	10	30	1	0
13	50	31	10	30	0	0
13	20	37	10	30	0	0
13	10	25	10	30	1	0
13	50	37	10	30	0	0
13	5	19	10	30	0	0
13	100	19	10	30	0	0
13	1	19	10	30	1	0
13	50	25	10	30	0	0
13	5	31	10	30	0	0
13	1	37	10	30	0	0
13	100	25	10	30	0	0
13	10	19	10	30	0	0
13	20	31	10	30	0	0
13	5	43	10	30	1	0
13	50	43	10	30	0	0
13	20	19	10	30	0	0
13	100	31	10	30	0	0
13	1	25	10	30	0	0
13	10	37	10	30	1	0
13	100	43	10	30	0	0
13	1	31	10	30	1	0
13	50	19	10	30	0	0
13	20	43	10	30	0	0
13	5	25	10	30	0	0
13	10	43	10	30	0	0
13	100	37	20	20	0	1
13	20	31	20	20	0	1
13	5	43	20	20	1	1
13	50	43	20	20	0	1
13	10	37	20	20	1	1
13	1	31	20	20	0	1
13	100	19	20	20	0	1
13	20	37	20	20	0	1
13	10	25	20	20	0	1
13	50	37	20	20	0	1
13	1	19	20	20	0	1
13	5	25	20	20	0	1
13	20	25	20	20	0	1
13	5	19	20	20	0	1
13	50	25	20	20	0	1
13	100	25	20	20	0	1
13	1	37	20	20	1	1
13	10	31	20	20	0	1
13	100	43	20	20	0	1
13	10	43	20	20	0	1
13	20	43	20	20	1	1
13	1	25	20	20	0	1
13	50	31	20	20	0	1
13	5	31	20	20	0	1
13	5	37	20	20	1	1
13	10	19	20	20	0	1
13	20	19	20	20	0	1
13	50	19	20	20	0	1
13	100	31	20	20	0	1
13	1	43	20	20	1	1
13	1	43	10	30	1	0
13	20	31	10	30	0	0
13	100	43	10	30	0	0
13	5	19	10	30	0	0
13	50	43	10	30	0	0
13	10	19	10	30	0	0
13	10	25	10	30	0	0
13	50	25	10	30	0	0
13	100	31	10	30	0	0
13	5	31	10	30	1	0
13	20	19	10	30	0	0
13	1	19	10	30	0	0
13	5	43	10	30	1	0
13	50	19	10	30	0	0
13	20	43	10	30	0	0
13	100	37	10	30	0	0
13	10	31	10	30	0	0
13	1	31	10	30	1	0
13	10	43	10	30	1	0
13	100	25	10	30	0	0
13	20	25	10	30	0	0
13	5	25	10	30	0	0
13	1	37	10	30	1	0
13	50	31	10	30	0	0
13	50	37	10	30	0	0
13	5	37	10	30	1	0
13	1	25	10	30	0	0
13	20	37	10	30	0	0
13	100	19	10	30	0	0
13	10	37	10	30	0	0
14	5	31	20	20	1	1
14	100	43	20	20	0	1
14	1	31	20	20	1	1
14	50	31	20	20	0	1
14	10	31	20	20	1	1
14	20	37	20	20	1	1
14	10	37	20	20	1	1
14	50	25	20	20	0	1
14	5	19	20	20	1	1
14	1	43	20	20	1	1
14	20	43	20	20	1	1
14	100	25	20	20	0	1
14	20	19	20	20	1	1
14	5	37	20	20	1	1
14	50	43	20	20	0	1
14	10	19	20	20	1	1
14	1	25	20	20	1	1
14	100	19	20	20	0	1
14	20	31	20	20	1	1
14	5	43	20	20	1	1
14	100	37	20	20	0	1
14	1	19	20	20	1	1
14	10	43	20	20	1	1
14	50	37	20	20	0	1
14	5	25	20	20	1	1
14	10	25	20	20	1	1
14	1	37	20	20	1	1
14	20	25	20	20	1	1
14	100	31	20	20	0	1
14	50	19	20	20	0	1
14	100	25	10	30	0	0
14	1	25	10	30	1	0
14	10	37	10	30	1	0
14	20	19	10	30	1	0
14	5	37	10	30	1	0
14	50	37	10	30	0	0
14	10	19	10	30	1	0
14	20	37	10	30	1	0
14	50	25	10	30	0	0
14	5	31	10	30	1	0
14	1	43	10	30	1	0
14	100	19	10	30	0	0
14	100	31	10	30	0	0
14	10	31	10	30	1	0
14	20	43	10	30	1	0
14	5	25	10	30	1	0
14	50	19	10	30	0	0
14	1	37	10	30	1	0
14	10	25	10	30	1	0
14	1	31	10	30	1	0
14	50	43	10	30	0	0
14	5	19	10	30	1	0
14	20	25	10	30	1	0
14	100	43	10	30	0	0
14	10	43	10	30	0	0
14	50	31	10	30	0	0
14	1	19	10	30	1	0
14	5	43	10	30	0	0
14	20	31	10	30	1	0
14	100	37	10	30	0	0
14	10	43	10	30	0	0
14	100	19	10	30	0	0
14	50	19	10	30	0	0
14	5	19	10	30	1	0
14	1	43	10	30	0	0
14	20	37	10	30	1	0
14	1	25	10	30	1	0
14	5	25	10	30	1	0
14	20	43	10	30	0	0
14	10	37	10	30	1	0
14	50	43	10	30	0	0
14	100	31	10	30	0	0
14	50	31	10	30	0	0
14	20	19	10	30	1	0
14	5	31	10	30	1	0
14	10	25	10	30	1	0
14	1	19	10	30	1	0
14	100	37	10	30	0	0
14	10	31	10	30	1	0
14	5	43	10	30	0	0
14	20	31	10	30	1	0
14	1	37	10	30	1	0
14	50	25	10	30	0	0
14	100	43	10	30	0	0
14	1	31	10	30	1	0
14	10	19	10	30	1	0
14	5	37	10	30	1	0
14	50	37	10	30	0	0
14	100	25	10	30	0	0
14	20	25	10	30	1	0
14	50	31	20	20	0	1
14	10	19	20	20	1	1
14	1	25	20	20	1	1
14	5	25	20	20	1	1
14	20	37	20	20	1	1
14	100	25	20	20	0	1
14	50	43	20	20	0	1
14	1	43	20	20	0	1
14	100	43	20	20	0	1
14	20	19	20	20	1	1
14	10	37	20	20	1	1
14	5	37	20	20	1	1
14	1	37	20	20	1	1
14	50	37	20	20	0	1
14	5	43	20	20	0	1
14	20	31	20	20	1	1
14	10	43	20	20	0	1
14	100	19	20	20	0	1
14	50	25	20	20	0	1
14	1	19	20	20	1	1
14	10	25	20	20	1	1
14	5	31	20	20	1	1
14	20	43	20	20	0	1
14	100	31	20	20	0	1
14	20	25	20	20	1	1
14	100	37	20	20	0	1
14	10	31	20	20	1	1
14	5	19	20	20	1	1
14	1	31	20	20	1	1
14	50	19	20	20	0	1
15	1	19	20	20	1	1
15	50	43	20	20	0	1
15	100	25	20	20	0	1
15	10	19	20	20	1	1
15	5	37	20	20	1	1
15	20	19	20	20	1	1
15	10	43	20	20	1	1
15	50	31	20	20	0	1
15	5	43	20	20	1	1
15	100	19	20	20	0	1
15	20	25	20	20	1	1
15	1	43	20	20	1	1
15	20	43	20	20	1	1
15	5	31	20	20	1	1
15	1	25	20	20	1	1
15	50	25	20	20	0	1
15	100	31	20	20	0	1
15	10	25	20	20	1	1
15	5	25	20	20	1	1
15	100	37	20	20	0	1
15	10	37	20	20	1	1
15	1	31	20	20	1	1
15	50	19	20	20	0	1
15	20	31	20	20	1	1
15	10	31	20	20	1	1
15	5	19	20	20	1	1
15	100	43	20	20	0	1
15	50	37	20	20	0	1
15	20	37	20	20	1	1
15	1	37	20	20	1	1
15	50	37	10	30	0	0
15	5	19	10	30	1	0
15	100	43	10	30	0	0
15	1	37	10	30	1	0
15	10	37	10	30	1	0
15	20	25	10	30	1	0
15	10	43	10	30	1	0
15	1	43	10	30	1	0
15	5	37	10	30	1	0
15	20	19	10	30	1	0
15	50	31	10	30	0	0
15	100	31	10	30	0	0
15	20	31	10	30	1	0
15	1	25	10	30	1	0
15	50	25	10	30	0	0
15	100	19	10	30	0	0
15	10	25	10	30	1	0
15	5	43	10	30	1	0
15	20	37	10	30	1	0
15	100	37	10	30	0	0
15	5	31	10	30	1	0
15	1	31	10	30	1	0
15	10	31	10	30	1	0
15	50	19	10	30	0	0
15	100	25	10	30	0	0
15	20	43	10	30	1	0
15	50	43	10	30	0	0
15	1	19	10	30	1	0
15	10	19	10	30	1	0
15	5	25	10	30	1	0
15	1	31	20	20	1	1
15	20	37	20	20	1	1
15	50	19	20	20	0	1
15	10	25	20	20	1	1
15	100	31	20	20	0	1
15	5	43	20	20	1	1
15	20	43	20	20	1	1
15	10	43	20	20	1	1
15	1	19	20	20	1	1
15	100	37	20	20	0	1
15	5	37	20	20	1	1
15	50	25	20	20	0	1
15	10	31	20	20	1	1
15	20	31	20	20	1	1
15	100	25	20	20	0	1
15	50	43	20	20	0	1
15	5	19	20	20	1	1
15	1	25	20	20	1	1
15	5	31	20	20	1	1
15	1	43	20	20	1	1
15	10	37	20	20	1	1
15	20	25	20	20	1	1
15	50	31	20	20	0	1
15	100	19	20	20	0	1
15	10	19	20	20	1	1
15	50	37	20	20	0	1
15	20	19	20	20	1	1
15	100	43	20	20	0	1
15	5	25	20	20	1	1
15	1	37	20	20	0	1
15	10	19	10	30	1	0
15	20	19	10	30	1	0
15	1	25	10	30	1	0
15	100	37	10	30	0	0
15	50	19	10	30	0	0
15	5	43	10	30	1	0
15	20	43	10	30	1	0
15	5	25	10	30	1	0
15	10	37	10	30	1	0
15	100	19	10	30	0	0
15	50	31	10	30	0	0
15	1	31	10	30	1	0
15	50	37	10	30	0	0
15	1	37	10	30	1	0
15	100	25	10	30	0	0
15	10	31	10	30	1	0
15	5	31	10	30	1	0
15	20	25	10	30	1	0
15	1	43	10	30	1	0
15	50	43	10	30	0	0
15	10	25	10	30	1	0
15	20	37	10	30	1	0
15	5	19	10	30	1	0
15	100	43	10	30	0	0
15	100	31	10	30	0	0
15	5	37	10	30	1	0
15	50	25	10	30	0	0
15	1	19	10	30	1	0
15	20	31	10	30	1	0
15	10	43	10	30	1	0
16	10	25	10	30	0	0
16	1	43	10	30	1	0
16	20	43	10	30	0	0
16	100	19	10	30	0	0
16	5	31	10	30	1	0
16	50	31	10	30	0	0
16	5	19	10	30	1	0
16	1	19	10	30	1	0
16	50	37	10	30	0	0
16	10	31	10	30	0	0
16	100	31	10	30	0	0
16	20	31	10	30	0	0
16	5	43	10	30	1	0
16	10	37	10	30	0	0
16	100	37	10	30	0	0
16	1	31	10	30	1	0
16	50	43	10	30	0	0
16	20	37	10	30	1	0
16	50	19	10	30	0	0
16	10	19	10	30	1	0
16	100	43	10	30	0	0
16	1	37	10	30	1	0
16	20	25	10	30	1	0
16	5	25	10	30	1	0
16	10	43	10	30	0	0
16	20	19	10	30	0	0
16	5	37	10	30	1	0
16	1	25	10	30	1	0
16	50	25	10	30	0	0
16	100	25	10	30	0	0
16	100	31	20	20	1	1
16	50	31	20	20	0	1
16	20	37	20	20	0	1
16	10	25	20	20	1	1
16	1	25	20	20	1	1
16	5	31	20	20	1	1
16	100	43	20	20	0	1
16	5	19	20	20	1	1
16	10	43	20	20	1	1
16	50	43	20	20	0	1
16	1	19	20	20	1	1
16	20	19	20	20	1	1
16	10	19	20	20	1	1
16	50	25	20	20	0	1
16	20	43	20	20	1	1
16	5	25	20	20	1	1
16	1	31	20	20	1	1
16	100	37	20	20	0	1
16	5	43	20	20	1	1
16	1	37	20	20	0	1
16	20	31	20	20	1	1
16	100	25	20	20	0	1
16	50	37	20	20	0	1
16	10	31	20	20	1	1
16	50	19	20	20	0	1
16	100	19	20	20	0	1
16	10	37	20	20	1	1
16	20	25	20	20	1	1
16	5	37	20	20	1	1
16	1	43	20	20	1	1
16	50	25	20	20	0	1
16	5	25	20	20	1	1
16	1	25	20	20	1	1
16	10	31	20	20	0	1
16	100	37	20	20	0	1
16	20	19	20	20	1	1
16	20	43	20	20	1	1
16	5	37	20	20	1	1
16	10	37	20	20	1	1
16	1	43	20	20	1	1
16	100	19	20	20	0	1
16	50	19	20	20	0	1
16	20	37	20	20	1	1
16	100	43	20	20	0	1
16	1	31	20	20	1	1
16	10	19	20	20	1	1
16	50	43	20	20	1	1
16	5	19	20	20	1	1
16	100	25	20	20	0	1
16	20	25	20	20	1	1
16	10	43	20	20	1	1
16	50	37	20	20	0	1
16	1	37	20	20	1	1
16	5	43	20	20	1	1
16	10	25	20	20	1	1
16	5	31	20	20	1	1
16	20	31	20	20	1	1
16	50	31	20	20	0	1
16	1	19	20	20	1	1
16	100	31	20	20	0	1
16	5	31	10	30	1	0
16	20	31	10	30	0	0
16	10	31	10	30	0	0
16	50	37	10	30	1	0
16	1	31	10	30	1	0
16	100	31	10	30	0	0
16	10	19	10	30	0	0
16	100	19	10	30	0	0
16	1	37	10	30	1	0
16	20	37	10	30	0	0
16	50	19	10	30	0	0
16	5	43	10	30	1	0
16	5	25	10	30	1	0
16	20	43	10	30	0	0
16	50	25	10	30	0	0
16	10	25	10	30	0	0
16	100	25	10	30	0	0
16	1	19	10	30	0	0
16	50	43	10	30	0	0
16	100	43	10	30	0	0
16	20	19	10	30	0	0
16	5	19	10	30	0	0
16	1	25	10	30	1	0
16	10	43	10	30	1	0
16	20	25	10	30	0	0
16	100	37	10	30	0	0
16	1	43	10	30	1	0
16	5	37	10	30	1	0
16	50	31	10	30	0	0
16	10	37	10	30	0	0
17	50	31	20	20	0	1
17	20	43	20	20	0	1
17	10	25	20	20	0	1
17	100	25	20	20	0	1
17	5	31	20	20	1	1
17	1	31	20	20	1	1
17	20	19	20	20	1	1
17	100	37	20	20	0	1
17	5	37	20	20	1	1
17	1	37	20	20	1	1
17	10	43	20	20	0	1
17	50	19	20	20	1	1
17	20	31	20	20	0	1
17	100	31	20	20	0	1
17	50	43	20	20	0	1
17	5	25	20	20	1	1
17	10	19	20	20	1	1
17	1	43	20	20	1	1
17	20	25	20	20	1	1
17	5	19	20	20	1	1
17	50	25	20	20	0	1
17	100	43	20	20	0	1
17	10	31	20	20	1	1
17	1	19	20	20	1	1
17	5	43	20	20	1	1
17	1	25	20	20	1	1
17	20	37	20	20	0	1
17	10	37	20	20	1	1
17	50	37	20	20	0	1
17	100	19	20	20	1	1
17	20	25	10	30	1	0
17	100	25	10	30	0	0
17	5	31	10	30	1	0
17	1	31	10	30	1	0
17	10	25	10	30	1	0
17	50	25	10	30	0	0
17	100	43	10	30	0	0
17	5	19	10	30	1	0
17	10	37	10	30	1	0
17	1	25	10	30	1	0
17	50	43	10	30	0	0
17	20	43	10	30	0	0
17	5	43	10	30	1	0
17	50	19	10	30	1	0
17	20	37	10	30	0	0
17	100	31	10	30	0	0
17	1	37	10	30	1	0
17	10	19	10	30	1	0
17	1	19	10	30	1	0
17	50	37	10	30	0	0
17	5	37	10	30	1	0
17	100	19	10	30	1	0
17	20	19	10	30	1	0
17	10	31	10	30	1	0
17	1	43	10	30	1	0
17	50	31	10	30	0	0
17	100	37	10	30	0	0
17	10	43	10	30	1	0
17	20	31	10	30	0	0
