subjID	social_distance	amount_self	amount_default	amount_other	choice	totalFairseq	SD_like	SD_likeRaw
6	5	43	10	30	0	0	1	1
6	1	37	10	30	0	0	1	1
6	20	43	10	30	0	0	0.89	9
6	100	25	10	30	0	0	0.56	38
6	50	19	10	30	0	0	0.67	29
6	10	19	10	30	1	0	0.97	2
6	5	37	10	30	0	0	1	1
6	5	25	10	30	1	0	1	1
6	1	43	10	30	0	0	1	1
6	50	25	10	30	0	0	0.67	29
6	10	25	10	30	1	0	0.97	2
6	100	19	10	30	0	0	0.56	38
6	20	19	10	30	1	0	0.89	9
7	5	37	20	20	1	1	0.8	19
7	100	31	20	20	0	1	0	98
7	50	31	20	20	0	1	0.15	84
7	10	43	20	20	1	1	0.6	39
7	20	31	20	20	0	1	0.3	69
7	1	25	20	20	1	1	1	1
7	100	25	20	20	0	1	0	98
7	5	31	20	20	1	1	0.8	19
7	1	37	20	20	1	1	1	1
7	50	43	20	20	0	1	0.15	84
7	10	19	20	20	1	1	0.6	39
7	20	37	20	20	0	1	0.3	69
7	1	19	20	20	1	1	1	1
7	100	19	20	20	0	1	0	98
7	50	25	20	20	0	1	0.15	84
7	5	25	20	20	1	1	0.8	19
7	10	37	20	20	1	1	0.6	39
7	20	19	20	20	0	1	0.3	69
7	10	31	20	20	1	1	0.6	39
7	100	43	20	20	0	1	0	98
7	1	31	20	20	1	1	1	1
7	5	19	20	20	1	1	0.8	19
7	20	25	20	20	0	1	0.3	69
7	50	19	20	20	0	1	0.15	84
7	10	25	20	20	1	1	0.6	39
7	1	43	20	20	1	1	1	1
7	5	43	20	20	1	1	0.8	19
7	50	37	20	20	0	1	0.15	84
7	100	37	20	20	0	1	0	98
7	20	43	20	20	0	1	0.3	69
7	10	43	10	30	1	0	0.6	39
7	20	19	10	30	0	0	0.3	69
7	50	25	10	30	0	0	0.15	84
7	1	43	10	30	1	0	1	1
7	100	31	10	30	0	0	0	98
7	5	31	10	30	1	0	0.8	19
7	10	37	10	30	1	0	0.6	39
7	1	25	10	30	1	0	1	1
7	5	37	10	30	1	0	0.8	19
7	20	37	10	30	0	0	0.3	69
7	100	37	10	30	0	0	0	98
7	50	37	10	30	0	0	0.15	84
7	100	43	10	30	0	0	0	98
7	50	19	10	30	0	0	0.15	84
7	20	31	10	30	0	0	0.3	69
7	1	31	10	30	1	0	1	1
7	5	25	10	30	1	0	0.8	19
7	10	19	10	30	1	0	0.6	39
7	5	43	10	30	1	0	0.8	19
7	10	25	10	30	1	0	0.6	39
7	20	25	10	30	0	0	0.3	69
7	100	19	10	30	0	0	0	98
7	1	19	10	30	1	0	1	1
7	50	31	10	30	0	0	0.15	84
7	5	19	10	30	1	0	0.8	19
7	10	31	10	30	1	0	0.6	39
7	100	25	10	30	0	0	0	98
7	50	43	10	30	0	0	0.15	84
7	20	43	10	30	0	0	0.3	69
7	1	37	10	30	1	0	1	1
7	10	31	10	30	1	0	0.6	39
7	50	37	10	30	0	0	0.15	84
7	20	31	10	30	0	0	0.3	69
7	5	25	10	30	1	0	0.8	19
7	100	37	10	30	0	0	0	98
7	1	43	10	30	1	0	1	1
7	50	43	10	30	0	0	0.15	84
7	10	25	10	30	1	0	0.6	39
7	20	43	10	30	0	0	0.3	69
7	100	31	10	30	0	0	0	98
7	5	43	10	30	1	0	0.8	19
7	1	19	10	30	1	0	1	1
7	20	19	10	30	0	0	0.3	69
7	5	37	10	30	1	0	0.8	19
7	50	25	10	30	0	0	0.15	84
7	100	25	10	30	0	0	0	98
7	10	43	10	30	1	0	0.6	39
7	1	37	10	30	1	0	1	1
7	20	37	10	30	0	0	0.3	69
7	5	31	10	30	1	0	0.8	19
7	1	31	10	30	1	0	1	1
7	50	19	10	30	0	0	0.15	84
7	10	37	10	30	1	0	0.6	39
7	100	19	10	30	0	0	0	98
7	20	25	10	30	0	0	0.3	69
7	1	25	10	30	1	0	1	1
7	5	19	10	30	1	0	0.8	19
7	10	19	10	30	1	0	0.6	39
7	100	43	10	30	0	0	0	98
7	50	31	10	30	0	0	0.15	84
7	20	31	20	20	0	1	0.3	69
7	50	25	20	20	0	1	0.15	84
7	1	37	20	20	1	1	1	1
7	100	37	20	20	0	1	0	98
7	10	31	20	20	1	1	0.6	39
7	5	37	20	20	1	1	0.8	19
7	5	25	20	20	1	1	0.8	19
7	1	31	20	20	1	1	1	1
7	50	43	20	20	0	1	0.15	84
7	100	25	20	20	0	1	0	98
7	10	43	20	20	1	1	0.6	39
7	20	43	20	20	0	1	0.3	69
7	1	43	20	20	1	1	1	1
7	100	19	20	20	0	1	0	98
7	5	31	20	20	1	1	0.8	19
7	20	37	20	20	0	1	0.3	69
7	50	19	20	20	0	1	0.15	84
7	10	25	20	20	1	1	0.6	39
7	1	25	20	20	1	1	1	1
7	100	31	20	20	0	1	0	98
7	5	43	20	20	1	1	0.8	19
7	20	25	20	20	0	1	0.3	69
7	50	37	20	20	0	1	0.15	84
7	10	19	20	20	1	1	0.6	39
7	100	43	20	20	0	1	0	98
7	1	19	20	20	1	1	1	1
7	10	37	20	20	1	1	0.6	39
7	50	31	20	20	0	1	0.15	84
7	5	19	20	20	1	1	0.8	19
7	20	19	20	20	0	1	0.3	69
8	50	25	10	30	0	0	0.1	89
8	1	25	10	30	1	0	1	1
8	10	19	10	30	1	0	0.82	17
8	5	31	10	30	1	0	0.92	7
8	20	31	10	30	0	0	0.4	59
8	100	25	10	30	0	0	0.01	97
8	10	25	10	30	1	0	0.82	17
8	20	25	10	30	0	0	0.4	59
8	50	31	10	30	0	0	0.1	89
8	100	37	10	30	0	0	0.01	97
8	1	37	10	30	1	0	1	1
8	5	25	10	30	1	0	0.92	7
8	20	37	10	30	0	0	0.4	59
8	50	19	10	30	0	0	0.1	89
8	5	43	10	30	1	0	0.92	7
8	10	37	10	30	1	0	0.82	17
8	100	19	10	30	0	0	0.01	97
8	1	31	10	30	1	0	1	1
8	10	31	10	30	1	0	0.82	17
8	5	37	10	30	1	0	0.92	7
8	50	37	10	30	0	0	0.1	89
8	1	43	10	30	1	0	1	1
8	20	43	10	30	0	0	0.4	59
8	100	31	10	30	0	0	0.01	97
8	100	43	10	30	0	0	0.01	97
8	1	19	10	30	1	0	1	1
8	10	43	10	30	1	0	0.82	17
8	50	43	10	30	0	0	0.1	89
8	20	19	10	30	0	0	0.4	59
8	5	19	10	30	1	0	0.92	7
8	1	43	20	20	1	1	1	1
8	10	43	20	20	1	1	0.82	17
8	50	19	20	20	0	1	0.1	89
8	5	25	20	20	1	1	0.92	7
8	100	31	20	20	0	1	0.01	97
8	20	43	20	20	0	1	0.4	59
8	1	19	20	20	1	1	1	1
8	100	43	20	20	0	1	0.01	97
8	5	31	20	20	1	1	0.92	7
8	50	43	20	20	0	1	0.1	89
8	10	31	20	20	0	1	0.82	17
8	20	31	20	20	0	1	0.4	59
8	100	19	20	20	1	1	0.01	97
8	50	25	20	20	0	1	0.1	89
8	5	43	20	20	1	1	0.92	7
8	10	25	20	20	1	1	0.82	17
8	20	37	20	20	0	1	0.4	59
8	1	25	20	20	1	1	1	1
8	50	37	20	20	0	1	0.1	89
8	20	19	20	20	1	1	0.4	59
8	100	37	20	20	0	1	0.01	97
8	10	19	20	20	1	1	0.82	17
8	1	31	20	20	1	1	1	1
8	5	19	20	20	1	1	0.92	7
8	50	31	20	20	0	1	0.1	89
8	20	25	20	20	0	1	0.4	59
8	1	37	20	20	1	1	1	1
8	5	37	20	20	1	1	0.92	7
8	10	37	20	20	0	1	0.82	17
8	100	25	20	20	0	1	0.01	97
8	5	31	10	30	1	0	0.92	7
8	50	19	10	30	0	0	0.1	89
8	10	25	10	30	0	0	0.82	17
8	20	43	10	30	0	0	0.4	59
8	1	25	10	30	1	0	1	1
8	100	37	10	30	0	0	0.01	97
8	50	37	10	30	0	0	0.1	89
8	5	37	10	30	1	0	0.92	7
8	1	43	10	30	0	0	1	1
8	20	37	10	30	0	0	0.4	59
8	100	43	10	30	0	0	0.01	97
8	10	37	10	30	0	0	0.82	17
8	10	19	10	30	0	0	0.82	17
8	100	25	10	30	0	0	0.01	97
8	5	19	10	30	1	0	0.92	7
8	1	37	10	30	1	0	1	1
8	50	25	10	30	0	0	0.1	89
8	20	19	10	30	0	0	0.4	59
8	5	25	10	30	1	0	0.92	7
8	1	31	10	30	1	0	1	1
8	100	19	10	30	0	0	0.01	97
8	50	31	10	30	0	0	0.1	89
8	20	31	10	30	0	0	0.4	59
8	10	31	10	30	0	0	0.82	17
8	20	25	10	30	0	0	0.4	59
8	5	43	10	30	0	0	0.92	7
8	10	43	10	30	0	0	0.82	17
8	100	31	10	30	0	0	0.01	97
8	50	43	10	30	0	0	0.1	89
8	1	19	10	30	1	0	1	1
8	10	31	20	20	1	1	0.82	17
8	1	37	20	20	1	1	1	1
8	100	31	20	20	0	1	0.01	97
8	50	43	20	20	0	1	0.1	89
8	5	31	20	20	1	1	0.92	7
8	20	31	20	20	0	1	0.4	59
8	20	19	20	20	1	1	0.4	59
8	100	43	20	20	0	1	0.01	97
8	5	37	20	20	1	1	0.92	7
8	50	37	20	20	0	1	0.1	89
8	10	19	20	20	1	1	0.82	17
8	1	43	20	20	0	1	1	1
8	10	43	20	20	0	1	0.82	17
8	20	25	20	20	0	1	0.4	59
8	1	19	20	20	1	1	1	1
8	50	31	20	20	0	1	0.1	89
8	5	25	20	20	1	1	0.92	7
8	100	19	20	20	1	1	0.01	97
8	100	25	20	20	0	1	0.01	97
8	10	37	20	20	0	1	0.82	17
8	1	25	20	20	1	1	1	1
8	5	43	20	20	0	1	0.92	7
8	50	25	20	20	0	1	0.1	89
8	20	37	20	20	0	1	0.4	59
8	50	19	20	20	1	1	0.1	89
8	5	19	20	20	1	1	0.92	7
8	1	31	20	20	1	1	1	1
8	100	37	20	20	0	1	0.01	97
8	10	25	20	20	1	1	0.82	17
8	20	43	20	20	0	1	0.4	59
9	100	25	20	20	0	1	0.01	97
9	20	25	20	20	1	1	0.38	61
9	50	31	20	20	0	1	0.01	97
9	10	31	20	20	0	1	0.7	29
9	1	37	20	20	1	1	1	1
9	5	31	20	20	0	1	0.89	61
9	1	31	20	20	1	1	1	1
9	100	37	20	20	0	1	0.01	97
9	5	25	20	20	1	1	0.89	61
9	20	43	20	20	0	1	0.38	61
9	50	19	20	20	0	1	0.01	97
9	10	37	20	20	0	1	0.7	29
9	50	25	20	20	0	1	0.01	97
9	20	31	20	20	0	1	0.38	61
9	10	19	20	20	0	1	0.7	29
9	100	43	20	20	0	1	0.01	97
9	1	43	20	20	1	1	1	1
9	5	19	20	20	0	1	0.89	61
9	10	43	20	20	1	1	0.7	29
9	100	31	20	20	0	1	0.01	97
9	5	37	20	20	1	1	0.89	61
9	20	19	20	20	0	1	0.38	61
9	1	25	20	20	0	1	1	1
9	50	43	20	20	0	1	0.01	97
9	1	19	20	20	0	1	1	1
9	100	19	20	20	0	1	0.01	97
9	10	25	20	20	1	1	0.7	29
9	20	37	20	20	1	1	0.38	61
9	5	43	20	20	0	1	0.89	61
9	50	37	20	20	0	1	0.01	97
9	10	43	20	20	1	1	0.7	29
9	100	31	20	20	0	1	0.01	97
9	1	19	20	20	0	1	1	1
9	5	31	20	20	1	1	0.89	61
9	20	19	20	20	0	1	0.38	61
9	50	19	20	20	0	1	0.01	97
9	20	37	20	20	1	1	0.38	61
9	1	25	20	20	1	1	1	1
9	50	31	20	20	0	1	0.01	97
9	5	43	20	20	0	1	0.89	61
9	100	19	20	20	0	1	0.01	97
9	10	37	20	20	1	1	0.7	29
9	1	31	20	20	1	1	1	1
9	5	19	20	20	0	1	0.89	61
9	100	37	20	20	0	1	0.01	97
9	50	37	20	20	0	1	0.01	97
9	20	43	20	20	1	1	0.38	61
9	10	19	20	20	0	1	0.7	29
9	5	37	20	20	1	1	0.89	61
9	10	25	20	20	0	1	0.7	29
9	1	37	20	20	1	1	1	1
9	20	25	20	20	0	1	0.38	61
9	50	43	20	20	0	1	0.01	97
9	100	43	20	20	0	1	0.01	97
9	5	25	20	20	1	1	0.89	61
9	100	25	20	20	0	1	0.01	97
9	1	43	20	20	1	1	1	1
9	10	31	20	20	1	1	0.7	29
9	20	31	20	20	1	1	0.38	61
9	50	25	20	20	0	1	0.01	97
9	20	25	10	30	0	0	0.38	61
9	10	37	10	30	1	0	0.7	29
9	5	31	10	30	1	0	0.89	61
9	50	43	10	30	0	0	0.01	97
9	1	25	10	30	1	0	1	1
9	100	25	10	30	0	0	0.01	97
9	10	19	10	30	0	0	0.7	29
9	50	31	10	30	0	0	0.01	97
9	20	31	10	30	1	0	0.38	61
9	1	37	10	30	1	0	1	1
9	100	37	10	30	0	0	0.01	97
9	5	37	10	30	1	0	0.89	61
9	20	19	10	30	0	0	0.38	61
9	100	19	10	30	0	0	0.01	97
9	5	43	10	30	1	0	0.89	61
9	1	19	10	30	0	0	1	1
9	50	25	10	30	0	0	0.01	97
9	10	31	10	30	1	0	0.7	29
9	50	19	10	30	0	0	0.01	97
9	20	43	10	30	0	0	0.38	61
9	1	43	10	30	1	0	1	1
9	100	31	10	30	0	0	0.01	97
9	10	25	10	30	0	0	0.7	29
9	5	19	10	30	0	0	0.89	61
9	5	25	10	30	0	0	0.89	61
9	10	43	10	30	1	0	0.7	29
9	50	37	10	30	0	0	0.01	97
9	1	31	10	30	1	0	1	1
9	100	43	10	30	0	0	0.01	97
9	20	37	10	30	1	0	0.38	61
9	50	43	10	30	0	0	0.01	97
9	1	19	10	30	0	0	1	1
9	20	43	10	30	1	0	0.38	61
9	10	37	10	30	1	0	0.7	29
9	100	19	10	30	0	0	0.01	97
9	5	25	10	30	1	0	0.89	61
9	10	31	10	30	1	0	0.7	29
9	1	37	10	30	1	0	1	1
9	20	37	10	30	1	0	0.38	61
9	50	19	10	30	0	0	0.01	97
9	100	37	10	30	0	0	0.01	97
9	5	19	10	30	0	0	0.89	61
9	20	25	10	30	0	0	0.38	61
9	10	25	10	30	0	0	0.7	29
9	50	31	10	30	0	0	0.01	97
9	1	25	10	30	1	0	1	1
9	100	25	10	30	0	0	0.01	97
9	5	31	10	30	1	0	0.89	61
9	100	31	10	30	0	0	0.01	97
9	20	31	10	30	1	0	0.38	61
9	1	43	10	30	1	0	1	1
9	10	19	10	30	0	0	0.7	29
9	5	37	10	30	1	0	0.89	61
9	50	25	10	30	0	0	0.01	97
9	20	19	10	30	0	0	0.38	61
9	1	31	10	30	1	0	1	1
9	50	37	10	30	0	0	0.01	97
9	100	43	10	30	0	0	0.01	97
9	5	43	10	30	1	0	0.89	61
9	10	43	10	30	1	0	0.7	29
10	5	37	10	30	1	0	1	1
10	10	43	10	30	1	0	0.5	49
10	1	25	10	30	1	0	1	1
10	50	25	10	30	0	0	0	98
10	100	37	10	30	0	0	0	98
10	20	43	10	30	0	0	0.2	79
10	20	19	10	30	0	0	0.2	79
10	5	25	10	30	0	0	1	1
10	100	25	10	30	0	0	0	98
10	10	31	10	30	0	0	0.5	49
10	1	19	10	30	1	0	1	1
10	50	37	10	30	0	0	0	98
10	1	43	10	30	1	0	1	1
10	10	25	10	30	0	0	0.5	49
10	20	31	10	30	0	0	0.2	79
10	100	43	10	30	0	0	0	98
10	50	31	10	30	0	0	0	98
10	5	43	10	30	0	0	1	1
10	50	43	10	30	0	0	0	98
10	5	19	10	30	1	0	1	1
10	20	25	10	30	0	0	0.2	79
10	100	19	10	30	0	0	0	98
10	10	37	10	30	0	0	0.5	49
10	1	37	10	30	1	0	1	1
10	1	31	10	30	1	0	1	1
10	10	19	10	30	0	0	0.5	49
10	5	31	10	30	0	0	1	1
10	20	37	10	30	0	0	0.2	79
10	100	31	10	30	0	0	0	98
10	50	19	10	30	0	0	0	98
10	20	25	20	20	0	1	0.2	79
10	50	43	20	20	0	1	0	98
10	5	31	20	20	0	1	1	1
10	10	19	20	20	0	1	0.5	49
10	100	37	20	20	0	1	0	98
10	1	25	20	20	1	1	1	1
10	100	43	20	20	0	1	0	98
10	50	25	20	20	0	1	0	98
10	5	43	20	20	0	1	1	1
10	10	37	20	20	0	1	0.5	49
10	20	31	20	20	0	1	0.2	79
10	1	43	20	20	0	1	1	1
10	100	25	20	20	0	1	0	98
10	5	19	20	20	1	1	1	1
10	1	19	20	20	1	1	1	1
10	50	19	20	20	0	1	0	98
10	20	19	20	20	0	1	0.2	79
10	10	43	20	20	0	1	0.5	49
10	1	37	20	20	1	1	1	1
10	20	43	20	20	0	1	0.2	79
10	5	25	20	20	1	1	1	1
10	100	31	20	20	0	1	0	98
10	10	31	20	20	0	1	0.5	49
10	50	31	20	20	0	1	0	98
10	100	19	20	20	0	1	0	98
10	5	37	20	20	0	1	1	1
10	50	37	20	20	0	1	0	98
10	1	31	20	20	1	1	1	1
10	20	37	20	20	0	1	0.2	79
10	10	25	20	20	0	1	0.5	49
10	1	43	20	20	0	1	1	1
10	5	37	20	20	0	1	1	1
10	50	25	20	20	0	1	0	98
10	10	43	20	20	0	1	0.5	49
10	100	19	20	20	0	1	0	98
10	20	25	20	20	0	1	0.2	79
10	10	31	20	20	0	1	0.5	49
10	100	25	20	20	0	1	0	98
10	1	19	20	20	1	1	1	1
10	5	19	20	20	1	1	1	1
10	50	43	20	20	0	1	0	98
10	20	31	20	20	0	1	0.2	79
10	50	37	20	20	0	1	0	98
10	5	25	20	20	1	1	1	1
10	1	37	20	20	1	1	1	1
10	20	19	20	20	0	1	0.2	79
10	10	37	20	20	0	1	0.5	49
10	100	43	20	20	0	1	0	98
10	5	43	20	20	0	1	1	1
10	100	37	20	20	0	1	0	98
10	50	19	20	20	0	1	0	98
10	1	31	20	20	1	1	1	1
10	20	37	20	20	0	1	0.2	79
10	10	19	20	20	0	1	0.5	49
10	100	31	20	20	0	1	0	98
10	20	43	20	20	0	1	0.2	79
10	5	31	20	20	0	1	1	1
10	50	31	20	20	0	1	0	98
10	1	25	20	20	1	1	1	1
10	10	25	20	20	0	1	0.5	49
10	20	19	10	30	0	0	0.2	79
10	5	31	10	30	0	0	1	1
10	10	19	10	30	0	0	0.5	49
10	100	37	10	30	0	0	0	98
10	50	43	10	30	0	0	0	98
10	1	31	10	30	1	0	1	1
10	1	19	10	30	1	0	1	1
10	20	43	10	30	0	0	0.2	79
10	5	25	10	30	1	0	1	1
10	100	19	10	30	0	0	0	98
10	10	25	10	30	0	0	0.5	49
10	50	31	10	30	0	0	0	98
10	20	37	10	30	0	0	0.2	79
10	10	31	10	30	0	0	0.5	49
10	5	43	10	30	0	0	1	1
10	100	31	10	30	0	0	0	98
10	50	19	10	30	0	0	0	98
10	1	25	10	30	1	0	1	1
10	50	25	10	30	0	0	0	98
10	20	25	10	30	0	0	0.2	79
10	100	43	10	30	0	0	0	98
10	5	37	10	30	0	0	1	1
10	10	43	10	30	0	0	0.5	49
10	1	37	10	30	0	0	1	1
10	50	37	10	30	0	0	0	98
10	10	37	10	30	0	0	0.5	49
10	1	43	10	30	0	0	1	1
10	100	25	10	30	0	0	0	98
10	5	19	10	30	1	0	1	1
10	20	31	10	30	0	0	0.2	79
11	20	25	10	30	1	0	0.7	23
11	5	19	10	30	1	0	0.8	15
11	1	31	10	30	1	0	1	1
11	100	19	10	30	0	0	0	78
11	10	19	10	30	1	0	0.71	22
11	50	19	10	30	0	0	0.1	71
11	50	31	10	30	0	0	0.1	71
11	20	43	10	30	0	0	0.7	23
11	1	43	10	30	0	0	1	1
11	100	43	10	30	0	0	0	78
11	5	37	10	30	0	0	0.8	15
11	10	31	10	30	0	0	0.71	22
11	20	19	10	30	0	0	0.7	23
11	1	37	10	30	0	0	1	1
11	100	37	10	30	0	0	0	78
11	10	37	10	30	0	0	0.71	22
11	5	25	10	30	1	0	0.8	15
11	50	43	10	30	0	0	0.1	71
11	20	37	10	30	0	0	0.7	23
11	50	25	10	30	0	0	0.1	71
11	10	25	10	30	1	0	0.71	22
11	1	19	10	30	1	0	1	1
11	5	31	10	30	0	0	0.8	15
11	100	25	10	30	0	0	0	78
11	20	31	10	30	0	0	0.7	23
11	5	43	10	30	0	0	0.8	15
11	50	37	10	30	0	0	0.1	71
11	1	25	10	30	1	0	1	1
11	100	31	10	30	0	0	0	78
11	10	43	10	30	0	0	0.71	22
11	1	37	10	30	0	0	1	1
11	100	25	10	30	0	0	0	78
11	20	37	10	30	0	0	0.7	23
11	50	37	10	30	0	0	0.1	71
11	5	19	10	30	1	0	0.8	15
11	10	19	10	30	0	0	0.71	22
11	1	43	10	30	0	0	1	1
11	10	25	10	30	1	0	0.71	22
11	100	43	10	30	0	0	0	78
11	5	37	10	30	0	0	0.8	15
11	20	43	10	30	0	0	0.7	23
11	50	43	10	30	0	0	0.1	71
11	100	19	10	30	0	0	0	78
11	50	31	10	30	0	0	0.1	71
11	20	31	10	30	0	0	0.7	23
11	5	31	10	30	1	0	0.8	15
11	10	43	10	30	0	0	0.71	22
11	1	19	10	30	1	0	1	1
11	1	31	10	30	1	0	1	1
11	10	37	10	30	0	0	0.71	22
11	5	25	10	30	1	0	0.8	15
11	50	19	10	30	0	0	0.1	71
11	100	37	10	30	0	0	0	78
11	20	25	10	30	1	0	0.7	23
11	5	43	10	30	0	0	0.8	15
11	100	31	10	30	0	0	0	78
11	1	25	10	30	1	0	1	1
11	50	25	10	30	0	0	0.1	71
11	10	31	10	30	0	0	0.71	22
11	20	19	10	30	1	0	0.7	23
11	50	19	20	20	1	1	0.1	71
11	1	19	20	20	1	1	1	1
11	5	31	20	20	1	1	0.8	15
11	20	43	20	20	0	1	0.7	23
11	10	19	20	20	1	1	0.71	22
11	100	31	20	20	0	1	0	78
11	50	31	20	20	0	1	0.1	71
11	100	19	20	20	0	1	0	78
11	1	31	20	20	1	1	1	1
11	5	37	20	20	0	1	0.8	15
11	10	25	20	20	1	1	0.71	22
11	20	37	20	20	0	1	0.7	23
11	100	37	20	20	0	1	0	78
11	20	19	20	20	1	1	0.7	23
11	10	43	20	20	0	1	0.71	22
11	5	25	20	20	1	1	0.8	15
11	50	43	20	20	0	1	0.1	71
11	1	25	20	20	1	1	1	1
11	5	43	20	20	0	1	0.8	15
11	10	37	20	20	0	1	0.71	22
11	20	31	20	20	0	1	0.7	23
11	100	25	20	20	0	1	0	78
11	50	37	20	20	0	1	0.1	71
11	1	37	20	20	0	1	1	1
11	10	31	20	20	0	1	0.71	22
11	1	43	20	20	0	1	1	1
11	5	19	20	20	1	1	0.8	15
11	100	43	20	20	0	1	0	78
11	20	25	20	20	1	1	0.7	23
11	50	25	20	20	0	1	0.1	71
11	10	25	20	20	1	1	0.71	22
11	1	25	20	20	1	1	1	1
11	20	43	20	20	0	1	0.7	23
11	50	37	20	20	0	1	0.1	71
11	5	31	20	20	0	1	0.8	15
11	100	19	20	20	1	1	0	78
11	100	31	20	20	0	1	0	78
11	1	31	20	20	1	1	1	1
11	5	43	20	20	0	1	0.8	15
11	50	19	20	20	1	1	0.1	71
11	10	19	20	20	1	1	0.71	22
11	20	25	20	20	1	1	0.7	23
11	1	37	20	20	0	1	1	1
11	50	25	20	20	0	1	0.1	71
11	10	31	20	20	0	1	0.71	22
11	20	31	20	20	0	1	0.7	23
11	5	25	20	20	1	1	0.8	15
11	100	37	20	20	0	1	0	78
11	10	43	20	20	0	1	0.71	22
11	100	25	20	20	1	1	0	78
11	50	43	20	20	0	1	0.1	71
11	20	19	20	20	1	1	0.7	23
11	1	19	20	20	1	1	1	1
11	5	19	20	20	1	1	0.8	15
11	20	37	20	20	0	1	0.7	23
11	5	37	20	20	0	1	0.8	15
11	50	31	20	20	0	1	0.1	71
11	10	37	20	20	0	1	0.71	22
11	1	43	20	20	0	1	1	1
11	100	43	20	20	0	1	0	78
12	50	19	20	20	0	1	0.06	84
12	1	19	20	20	1	1	1	1
12	10	43	20	20	1	1	0.89	9
12	20	43	20	20	0	1	0.84	13
12	100	19	20	20	0	1	0.02	86
12	5	37	20	20	1	1	0.94	4
12	50	43	20	20	0	1	0.06	84
12	5	31	20	20	1	1	0.94	4
12	10	37	20	20	1	1	0.89	9
12	1	37	20	20	1	1	1	1
12	100	43	20	20	0	1	0.02	86
12	20	31	20	20	1	1	0.84	13
12	50	37	20	20	0	1	0.06	84
12	100	37	20	20	0	1	0.02	86
12	20	19	20	20	1	1	0.84	13
12	5	43	20	20	1	1	0.94	4
12	1	31	20	20	1	1	1	1
12	10	31	20	20	1	1	0.89	9
12	100	25	20	20	0	1	0.02	86
12	20	25	20	20	0	1	0.84	13
12	1	43	20	20	0	1	1	1
12	5	25	20	20	1	1	0.94	4
12	50	25	20	20	0	1	0.06	84
12	10	19	20	20	0	1	0.89	9
12	100	31	20	20	0	1	0.02	86
12	1	25	20	20	1	1	1	1
12	10	25	20	20	1	1	0.89	9
12	5	19	20	20	1	1	0.94	4
12	20	37	20	20	1	1	0.84	13
12	50	31	20	20	0	1	0.06	84
12	20	19	20	20	1	1	0.84	13
12	50	25	20	20	0	1	0.06	84
12	5	19	20	20	1	1	0.94	4
12	100	25	20	20	0	1	0.02	86
12	1	19	20	20	1	1	1	1
12	10	25	20	20	1	1	0.89	9
12	20	31	20	20	1	1	0.84	13
12	5	25	20	20	1	1	0.94	4
12	10	31	20	20	1	1	0.89	9
12	1	37	20	20	0	1	1	1
12	100	31	20	20	0	1	0.02	86
12	50	37	20	20	0	1	0.06	84
12	50	31	20	20	0	1	0.06	84
12	1	31	20	20	1	1	1	1
12	100	19	20	20	0	1	0.02	86
12	5	31	20	20	1	1	0.94	4
12	10	19	20	20	1	1	0.89	9
12	20	25	20	20	1	1	0.84	13
12	100	43	20	20	0	1	0.02	86
12	50	43	20	20	0	1	0.06	84
12	10	37	20	20	0	1	0.89	9
12	5	43	20	20	0	1	0.94	4
12	1	25	20	20	1	1	1	1
12	20	43	20	20	0	1	0.84	13
12	5	37	20	20	0	1	0.94	4
12	50	19	20	20	0	1	0.06	84
12	1	43	20	20	0	1	1	1
12	10	43	20	20	0	1	0.89	9
12	20	37	20	20	0	1	0.84	13
12	100	37	20	20	0	1	0.02	86
12	5	19	10	30	1	0	0.94	4
12	20	19	10	30	1	0	0.84	13
12	1	43	10	30	0	0	1	1
12	10	25	10	30	0	0	0.89	9
12	50	37	10	30	0	0	0.06	84
12	100	43	10	30	0	0	0.02	86
12	1	37	10	30	0	0	1	1
12	50	43	10	30	0	0	0.06	84
12	5	37	10	30	0	0	0.94	4
12	20	25	10	30	1	0	0.84	13
12	100	37	10	30	0	0	0.02	86
12	10	19	10	30	1	0	0.89	9
12	50	31	10	30	0	0	0.06	84
12	5	43	10	30	0	0	0.94	4
12	20	37	10	30	0	0	0.84	13
12	1	19	10	30	1	0	1	1
12	100	31	10	30	0	0	0.02	86
12	10	43	10	30	0	0	0.89	9
12	100	19	10	30	0	0	0.02	86
12	1	31	10	30	0	0	1	1
12	20	31	10	30	0	0	0.84	13
12	10	37	10	30	0	0	0.89	9
12	5	25	10	30	1	0	0.94	4
12	50	19	10	30	0	0	0.06	84
12	50	25	10	30	0	0	0.06	84
12	5	31	10	30	0	0	0.94	4
12	100	25	10	30	0	0	0.02	86
12	1	25	10	30	0	0	1	1
12	20	43	10	30	0	0	0.84	13
12	10	31	10	30	0	0	0.89	9
12	100	31	10	30	0	0	0.02	86
12	5	31	10	30	0	0	0.94	4
12	1	19	10	30	1	0	1	1
12	50	31	10	30	0	0	0.06	84
12	20	37	10	30	0	0	0.84	13
12	10	37	10	30	0	0	0.89	9
12	5	37	10	30	0	0	0.94	4
12	100	37	10	30	0	0	0.02	86
12	1	37	10	30	0	0	1	1
12	20	43	10	30	0	0	0.84	13
12	50	37	10	30	0	0	0.06	84
12	10	19	10	30	1	0	0.89	9
12	20	19	10	30	1	0	0.84	13
12	10	43	10	30	0	0	0.89	9
12	100	43	10	30	0	0	0.02	86
12	1	25	10	30	0	0	1	1
